Feature1,Feature2,Feature3,Target
0.7518455507962092,98.79187128121355,814.3113658946016,1
0.7978633193926191,79.90107021255606,497.72016656025454,1
0.9915862754908407,91.42108172462173,36.28273607260824,1
0.01699038381983997,3.7305730084830957,879.8214701760062,0
0.37074968589646007,16.72179871983849,669.2238439281025,1
0.3973564109804433,76.31552415386916,561.9325586842052,1
0.2118316181628026,11.813096523016032,30.9427248563221,0
0.5401977351040074,34.303796117840776,470.07444317739,0
0.6773275562459012,99.72465336396841,496.1004189265915,1
0.3044389539175212,17.564683912377134,942.4142574768978,0
0.32250543883142513,3.9956824363224452,813.8933245965324,1
0.26493566797838874,69.95583218259641,702.9925613474466,0
0.12714283567569762,23.389068262863354,175.6342239817188,0
0.08427759673715907,41.83241901271948,190.75645987939228,1
0.47456947325916954,23.198787144462052,179.02072757714149,1
0.7936819416958255,29.32679221335598,318.9380213400966,1
0.9606110012567506,48.46832534852652,761.6308434058888,0
0.2771649384307837,43.76541876951918,820.399897193893,0
0.966177953696347,8.030110245409572,682.9179684459915,0
0.8404577129518105,12.939093985409244,393.69602311288776,1
0.37682748091913054,5.345137801729494,263.2450165311048,0
0.26572087316018034,27.515328200827383,39.5932926544813,0
0.21116042896354226,55.78609382067115,902.9779432043161,0
0.9437863953088798,84.08673397861648,269.6442943305014,0
0.7388512208905392,68.84783179628596,774.3838882890467,0
0.714941477121972,27.19033604540755,243.24536993870782,1
0.17357543641373852,61.685254778119436,623.3214102346254,0
0.6147114444645314,75.9679927243551,719.7414340574029,0
0.036619193530833094,80.93292219850922,455.66849559424026,0
0.09040356330109978,76.30726628789115,880.458518488601,0
0.17245870997669155,58.82477385927153,480.49511944624703,1
0.6436912734203676,77.11883484599792,205.9326467251581,1
0.5865387328138307,99.9685449335187,795.3082510103131,0
0.5176302968024743,36.219187948081164,39.488207949804675,0
0.43149972090183897,27.738412980052253,931.6331091385473,0
0.9128577474957308,4.905863465065041,683.9336212453859,1
0.8936106945804142,73.38434722728324,234.53335594041502,0
0.0009522260926411175,12.961803084462286,995.6632368795143,1
0.018654410417217937,28.193713284438914,177.64387863050536,1
0.7306628790578581,9.779674204172872,214.26591192663048,0
0.6607145373037462,16.646625088334698,54.0484177061068,1
0.4567427845779919,69.3484177315398,860.1668187268712,1
0.4432939896736945,42.26273359796393,326.312900898448,1
0.03502117703070751,39.275200981716374,245.2904096784052,1
0.3648403242316288,44.0335808810684,299.79331475668545,0
0.6363570232238825,94.9411801548993,482.2006693629076,1
0.1727528761860545,78.23333303484448,882.4001891228914,1
0.39385638490056185,52.080586676859916,371.9463104230758,1
0.3872196459442405,20.408404607295193,833.9884140822362,0
0.8900199062939753,86.8434624732706,797.6920174230795,0
0.6179743176022047,13.591671800275051,648.7271053243296,0
0.851382359694257,36.8850118827033,755.7231738712869,0
0.40680895920581783,36.043022925752155,997.7115909432471,0
0.6600825078697788,83.25194500545531,833.1477522168548,0
0.9265609409167876,37.32884876862115,200.44081082515663,0
0.9126270237504874,86.25249311702898,13.999233891493933,0
0.09775162813420168,44.69602809923961,581.278673665893,0
0.794149374062879,5.465988479404727,102.15573914858567,0
0.4654175074380945,22.1616495426458,630.7819213990638,0
0.2841852987804412,70.28700487752394,506.57217541296296,1
0.4918924593991264,45.056049614979635,788.6592605975562,1
0.572793067270989,75.38507903019806,32.457690773646355,0
0.7383555700866966,61.399376256856854,363.3212474819664,0
0.6028623637742888,58.84427235411651,293.9984075309785,1
0.43986164100278824,58.59654188444493,570.9886024645679,0
0.8530182359716755,38.00709420412377,377.24492675390786,1
0.9729741086014081,7.276434623461436,614.7150103628998,1
0.6556072340782371,3.430333252772244,630.8282150967392,0
0.30565558009198546,51.70853877943693,18.059742448454653,1
0.6204563172185542,72.21515820616618,166.1951262101351,1
0.34311313444502234,43.25966468247779,683.3507250239697,0
0.41099918020129067,89.76606985735785,796.2004747490802,1
0.9818976175350392,44.15676443818697,38.36530993552001,1
0.10335540367107665,23.992604402477223,379.8152176811346,1
0.5483216199007599,11.320597680815926,997.6665409856778,1
0.34269349722107856,72.16470596632898,845.6525383243793,1
0.12113982173521487,41.35190023230736,78.10274305761922,1
0.9061090702738249,56.07782068610515,264.4268409040884,0
0.34778880801482714,60.82075705071818,199.97156641381798,0
